#id	length	evalue	coverge	probability	score
contig_78:178466..187456#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	2.9e-22	100.0	0.97	72.5
contig_78:1854650..1868138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.5e-55	100.0	0.99	180.6
contig_78:1854650..1868138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	6.4e-31	100.0	0.99	100.0
contig_78:1854650..1868138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	4.1e-112	100.0	1.0	366.1
contig_78:1854650..1868138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	2.6e-77	100.0	1.0	251.5
contig_78:1854650..1868138#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	3e-178	100.0	1.0	585.4
contig_78:1965557..1977400#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	302	1e-137	100.0	0.98	452.3
contig_78:1965557..1977400#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	55	4e-43	21.5	0.92	141.4
contig_78:1965557..1977400#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	5.5e-98	100.0	1.0	319.3
contig_78:1965557..1977400#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	1.5e-23	100.0	0.97	76.9
contig_78:1965557..1977400#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	6.8e-38	100.0	0.99	123.2
contig_78:2093512..2109111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	315	3e-155	100.0	0.99	509.9
contig_78:2093512..2109111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	158	1.3e-78	83.9	0.96	256.3
contig_78:2093512..2109111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	6e-23	98.7	0.97	75.0
contig_78:2093512..2109111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	54	5.3e-11	39.3	0.94	36.4
contig_78:2390702..2403978#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.5e-55	100.0	0.99	179.4
contig_78:2390702..2403978#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.1e-27	100.0	0.99	89.6
contig_78:2390702..2403978#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	1.5e-108	99.5	0.98	354.5
contig_78:2390702..2403978#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	1.3e-69	100.0	0.99	226.6
contig_78:2390702..2403978#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	7.3e-174	100.0	1.0	571.0
contig_78:2499880..2504457#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.3e-62	100.0	0.98	200.6
contig_78:2499880..2504457#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.3e-108	100.0	0.99	355.6
contig_78:2499880..2504457#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	6e-72	100.0	0.97	235.0
contig_78:2499880..2504457#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	3.8e-22	100.0	0.98	72.3
contig_78:2499880..2504457#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	8.8e-19	100.0	0.98	61.5
contig_78:2625141..2634660#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	252	1e-96	74.6	0.98	317.6
contig_78:2625141..2634660#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	1.8e-56	21.1	0.94	185.1
contig_78:2625141..2634660#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	101	9e-43	54.6	0.98	139.6
contig_78:2625141..2634660#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	48	1.7e-07	49.4	0.89	25.4
contig_78:2625141..2634660#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	109	6.3e-31	81.1	0.95	100.7
contig_78:2691149..2704420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	5.1e-177	100.0	1.0	581.4
contig_78:2691149..2704420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	5.4e-74	100.0	1.0	240.8
contig_78:2691149..2704420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	2.3e-113	100.0	1.0	370.2
contig_78:2691149..2704420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.9e-31	100.0	0.99	101.7
contig_78:2691149..2704420#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	7.4e-106	100.0	0.99	343.2
contig_78:2830325..2841900#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	3.8e-179	100.0	1.0	588.4
contig_78:2830325..2841900#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	6.3e-78	100.0	1.0	253.5
contig_78:2830325..2841900#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	4.1e-116	100.0	1.0	379.1
contig_78:2830325..2841900#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-31	100.0	0.99	102.4
contig_78:2830325..2841900#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	7.2e-57	100.0	0.99	184.8
contig_78:2850661..2862034#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.3e-58	100.0	0.99	189.1
contig_78:2850661..2862034#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.1e-29	100.0	0.99	96.0
contig_78:2910025..2921247#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.8e-57	100.0	0.99	185.4
contig_78:2910025..2921247#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	3.2e-29	100.0	0.98	94.6
contig_78:2968287..2979484#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	8.1e-29	100.0	0.98	93.3
contig_78:2968287..2979484#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.1e-50	100.0	0.99	164.8
contig_78:3063518..3074454#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	4.8e-31	100.0	0.99	100.4
contig_78:3063518..3074454#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	98	4.1e-33	73.4	0.94	108.0
contig_78:3093194..3107262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	3.1e-58	100.0	0.99	189.2
contig_78:3093194..3107262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	4.1e-31	100.0	0.99	100.6
contig_78:3093194..3107262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	6.2e-115	100.0	1.0	375.3
contig_78:3093194..3107262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	4.3e-77	100.0	1.0	250.8
contig_78:3093194..3107262#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-INT	313	7.8e-179	100.0	1.0	587.3
contig_78:3270398..3281999#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	8.3e-29	100.0	0.98	93.2
contig_78:3270398..3281999#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	8.6e-56	100.0	0.99	181.3
contig_78:334021..339118#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	63	2.7e-24	47.6	0.98	79.1
contig_78:334021..339118#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	8.1e-117	100.0	1.0	382.5
contig_78:334021..339118#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	3.7e-88	100.0	1.0	287.9
contig_78:334021..339118#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	1.4e-29	100.0	1.0	95.9
contig_78:334021..339118#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	1.1e-24	97.8	0.94	79.9
contig_78:5644100..5650089#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-PROT	74	2.7e-34	100.0	1.0	110.8
contig_78:5644100..5650089#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-INT	104	2.8e-57	49.7	0.98	187.4
contig_78:5644100..5650089#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RT	105	7.9e-51	39.5	0.97	166.5
contig_78:5644100..5650089#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	129	9.4e-61	99.2	0.97	197.1
contig_78:5812142..5817465#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	99	5.4e-18	87.8	0.84	59.0
contig_78:5812142..5817465#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	2.5e-17	98.6	0.95	56.9
contig_78:5812142..5817465#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	186	3.8e-75	95.4	0.95	245.5
contig_78:5812142..5817465#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	237	5.1e-102	91.4	0.98	334.0
contig_78:5812142..5817465#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-54	100.0	0.99	176.7
contig_78:5883362..5888276#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	89	1.4e-09	56.2	0.89	31.9
contig_78:6093905..6099311#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	121	1.5e-39	93.8	0.98	128.8
contig_78:6185821..6191685#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	2.1e-41	97.8	0.98	134.0
contig_78:6185821..6191685#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	73	1.2e-30	100.0	0.98	98.7
contig_78:6185821..6191685#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	6.5e-109	100.0	0.99	355.8
contig_78:6185821..6191685#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	226	2.7e-115	85.1	0.98	378.0
contig_78:6185821..6191685#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	134	2e-70	100.0	0.99	228.2
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	6.8e-15	98.7	0.87	48.9
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	280	1.6e-114	90.6	0.99	375.5
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	85	6.2e-33	55.9	0.98	107.7
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-90	98.8	0.99	294.9
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	5.6e-23	100.0	1.0	74.7
contig_78:6284566..6289069#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	81	2.7e-12	56.4	0.92	41.0
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	72	3.9e-16	100.0	0.97	52.6
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	307	9.7e-153	100.0	0.99	501.3
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	2.6e-72	100.0	0.98	235.3
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	163	1.5e-83	100.0	0.99	272.5
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	1.1e-18	98.7	0.99	61.2
contig_78:6451140..6459380#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	107	7.5e-32	81.2	0.96	103.6
contig_78:6582568..6593282#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	2.8e-56	100.0	0.99	182.9
contig_78:6582568..6593282#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	8e-29	100.0	0.99	93.3
contig_78:685258..696640#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.1e-28	100.0	0.99	92.9
contig_78:685258..696640#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.1e-56	100.0	0.99	184.2
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	5.1e-24	100.0	0.99	77.9
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	7e-152	100.0	0.98	498.5
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	81	1.5e-42	54.5	0.98	138.8
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	2.6e-90	100.0	0.99	294.5
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	5.4e-21	100.0	1.0	68.7
contig_78:715884..723479#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	127	2e-33	100.0	0.93	108.7
contig_78:818591..821730#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.6e-52	100.0	0.99	170.4
contig_78:818591..821730#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	68	7.1e-21	24.5	0.96	68.2
contig_78:818591..821730#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	162	6.8e-33	60.5	0.93	107.5
contig_78:818591..821730#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-28	100.0	0.98	92.7
contig_78:818591..821730#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	39	2.6e-05	36.6	0.95	18.0
contig_78:920801..926073#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	83	8.7e-30	62.7	0.97	96.8
contig_78:920801..926073#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	170	1.3e-87	64.6	0.99	286.8
contig_78:920801..926073#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	197	2.7e-97	100.0	1.0	317.7
contig_78:920801..926073#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	6e-34	100.0	1.0	109.9
contig_78:920801..926073#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	6.1e-32	100.0	0.99	103.2
contig_78:930659..934031#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	115	1.6e-17	97.4	0.97	57.9
contig_78:930659..934031#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	76	3.4e-05	100.0	0.94	17.8
contig_81:310141..320710#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.3e-55	99.2	0.99	180.8
contig_81:310141..320710#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.8e-32	100.0	0.99	104.4
contig_82:656767..667422#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	74	1.1e-25	93.7	0.98	83.2
contig_82:656767..667422#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.5e-57	100.0	0.99	185.5
contig_84:1005140..1011558#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1.2e-23	100.0	0.97	76.7
contig_84:1005140..1011558#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	87	4.5e-21	60.2	0.93	69.1
contig_84:102941..109544#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	73	1.7e-23	100.0	0.98	76.2
contig_84:102941..109544#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	126	4.3e-38	100.0	0.98	124.1
contig_84:1146879..1151979#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	3.7e-59	100.0	1.0	192.0
contig_84:1146879..1151979#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	1.5e-110	100.0	0.98	362.0
contig_84:1146879..1151979#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	119	3.5e-38	58.8	0.91	124.9
contig_84:1146879..1151979#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	2e-18	98.6	0.97	60.4
contig_84:1146879..1151979#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	104	4.4e-14	100.0	0.9	46.4
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	127	2.3e-36	100.0	0.97	118.2
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	3.6e-22	100.0	1.0	72.4
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	2e-93	100.0	1.0	304.6
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	6.6e-77	100.0	1.0	250.2
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	309	9.2e-152	100.0	0.99	498.1
contig_84:123787..130805#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	74	4.3e-21	96.1	0.99	68.5
contig_84:169846..183027#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	232	4.9e-101	71.1	0.98	331.8
contig_84:169846..183027#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	53	2.9e-56	21.1	0.94	184.4
contig_84:169846..183027#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	6.9e-25	100.0	0.97	81.2
contig_84:169846..183027#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	82	1.2e-21	62.3	0.96	70.7
contig_84:211421..226297#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	124	6.6e-24	99.2	0.94	78.0
contig_84:211421..226297#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	40	3.1e-10	45.6	0.98	34.2
contig_84:211421..226297#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	113	3.6e-39	55.7	0.94	127.8
contig_84:211421..226297#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	116	9.2e-21	92.6	0.92	67.9
contig_84:2846624..2850031#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.8e-32	100.0	0.98	104.4
contig_84:2846624..2850031#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	2.6e-26	100.0	1.0	85.2
contig_84:3377560..3382679#LTR/unknown|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	72	4.4e-31	46.6	0.95	100.9
contig_84:37936..42988#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	3.8e-60	100.0	1.0	194.9
contig_84:37936..42988#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	1.8e-121	100.0	0.99	397.7
contig_84:37936..42988#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	7e-87	100.0	0.99	283.7
contig_84:37936..42988#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4e-29	100.0	1.0	94.4
contig_84:37936..42988#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	4.6e-21	100.0	0.97	68.3
contig_84:3994495..3999434#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.2e-35	100.0	0.99	115.2
contig_84:3994495..3999434#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	9.3e-39	100.0	1.0	125.1
contig_84:3994495..3999434#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1e-100	100.0	1.0	328.8
contig_84:3994495..3999434#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6e-132	100.0	0.99	432.2
contig_84:3994495..3999434#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	6.9e-63	100.0	1.0	203.9
contig_84:464927..469642#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	8.4e-48	100.0	0.99	155.1
contig_84:464927..469642#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	8.7e-111	100.0	0.98	362.9
contig_84:464927..469642#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.7e-73	100.0	0.98	238.6
contig_84:464927..469642#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	3.6e-30	100.0	0.99	97.6
contig_84:464927..469642#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	4.3e-23	100.0	0.97	74.9
contig_84:499670..510838#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.1e-50	100.0	0.99	164.8
contig_84:499670..510838#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	7.9e-29	100.0	0.98	93.3
contig_84:73270..81163#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RH	149	8.1e-79	100.0	0.99	256.4
contig_84:73270..81163#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-RT	192	4.4e-104	99.5	0.97	339.9
contig_84:73270..81163#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	2.5e-26	100.0	0.98	85.3
contig_84:73270..81163#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	1.5e-43	100.0	0.99	141.8
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	2.2e-19	100.0	0.92	63.2
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	167	7e-78	52.6	0.99	255.2
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.7e-62	100.0	1.0	202.1
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.7e-94	100.0	1.0	307.4
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.3e-24	100.0	1.0	80.0
contig_84:926472..931873#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	5e-30	100.0	0.99	98.1
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.1e-35	100.0	0.96	114.5
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.2e-25	100.0	1.0	82.5
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	2.9e-94	100.0	1.0	307.3
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	7.9e-62	100.0	0.99	201.4
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	1.3e-161	100.0	1.0	530.2
contig_84:971207..976493#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	7.1e-20	100.0	0.97	64.8
